Vehicle Type,Fuel Type,Distance(Km),Cargo_Wt.,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Bus,Petrol,512,240,3.219069184,1,104720,37.22711135,0.788710583,City,Free flow,23.01005343,25.79178183,6.957832596,1041.971933,133.5381171,1.905043242,0.07404222,0.07062928,0.065262332,Low
Bus,Hybrid,100,1580,1.112740182,23,124501,57.41788749,1.360642355,City,Moderate,36.22391359,65.23816875,1.275715269,956.012451,448.351993,0.877242458,0.082976321,0.068552289,0.026591271,High
Bus,Petrol,220,1282,3.723943443,16,90577,2.284676104,0.504634875,Highway,Heavy,20.88189086,16.39433498,14.78652627,1013.188113,91.85654746,0.935165128,0.143031414,0.069064623,0.032973205,Low
Truck,Electric,672,1020,5.779651479,11,126875,35.68773278,4.633477082,City,Moderate,25.63287437,46.48071196,17.65896646,1029.639075,497.3489992,0.591843579,0.127165932,0.039306352,0.050941526,High
Truck,Electric,571,673,1.7115753,24,222284,56.8659448,4.36312076,Highway,Moderate,29.61334363,64.66404474,0.913460098,1003.644844,197.9062289,1.096609028,0.07760714,0.062242896,0.017537046,Medium
Truck,Hybrid,145,1758,4.388025432,23,143849,12.96831543,1.542458585,City,Moderate,1.112316109,13.03030671,10.50854982,959.5670157,369.8639449,1.676716667,0.141102599,0.088992152,0.047171699,High
Truck,Petrol,813,1119,1.844855181,16,220928,15.15310653,1.23493908,Highway,Moderate,19.0481959,25.69801373,11.31960067,973.2729313,107.9268312,0.57059367,0.075092684,0.090378708,0.081394819,Low
Truck,Petrol,744,1271,3.586303959,9,139380,55.58840829,4.52698657,Highway,Moderate,5.452835802,96.73660579,8.77655762,981.3643971,269.5383671,0.367210913,0.095952923,0.046434684,0.045592557,Medium
Car,Hybrid,204,982,1.302717538,27,43441,87.71580379,0.008859757,City,Heavy,2.474768961,79.54293317,10.05467472,1016.279941,68.05940308,1.526008325,0.171651591,0.030987077,0.080720865,Low
Truck,Hybrid,778,1530,3.141928869,24,113682,100.0498717,3.00288764,City,Heavy,-0.377179246,67.69546763,14.20713467,956.5578491,445.2797966,1.417457976,0.032469011,0.016747735,0.066213342,High
Car,Diesel,797,1675,4.73204931,17,80865,65.5576677,4.580018805,City,Free flow,19.27153077,85.59692071,9.674512806,1004.962012,250.8932075,1.675519088,0.092164232,0.08719816,0.046392446,Medium
Motorcycle,Petrol,813,520,2.607371926,18,13882,56.96987851,2.542787445,Highway,Moderate,29.72659633,1.396845214,18.39304268,960.8934473,384.2393223,1.527922424,0.027462583,0.024885747,0.090401827,High
Motorcycle,Petrol,104,369,4.257540967,17,114883,46.11366822,0.014834798,City,Free flow,33.79445321,0.60744344,10.81747595,989.5119788,452.5315494,0.896663868,0.017360413,0.038530367,0.049734309,High
Bus,Electric,235,410,4.936339796,12,222658,23.15387909,1.094357147,Rural,Heavy,11.42929731,15.3966636,1.435933191,992.5556283,80.86787046,0.397910876,0.193554213,0.083069547,0.076135001,Low
Bus,Electric,479,602,5.621324661,13,174504,17.58744034,4.612207969,Highway,Free flow,8.64495001,49.52571194,19.06649321,995.1837854,280.1485287,1.457590674,0.116880865,0.080512665,0.081953327,Medium
Bus,Hybrid,574,234,2.020138826,23,212361,95.0275742,0.085112121,Highway,Free flow,24.36534511,56.99737072,2.936214034,1021.086937,135.2935018,1.768964484,0.195649644,0.049097249,0.092433473,Low
Car,Electric,738,1473,2.876442762,15,110625,55.80079587,1.97389883,City,Heavy,29.01796209,11.36885314,15.689198,958.1196418,81.05316129,0.390333133,0.173185642,0.072427351,0.034982739,Low
Truck,Electric,622,952,1.592563269,17,125934,94.83842946,3.948723632,Highway,Free flow,2.665966834,7.228561985,10.53811373,976.8242321,329.9148998,1.085463106,0.197204025,0.031474962,0.028101383,High
Truck,Electric,785,1730,5.960914211,25,200317,84.48996431,4.190454968,Rural,Heavy,4.864544211,82.83341311,14.81784909,1014.112977,101.3435562,0.724831582,0.187577871,0.093689967,0.050329475,Low
Truck,Diesel,683,463,5.620405033,17,229714,23.26750973,2.388039663,Rural,Moderate,16.66966596,46.44684815,10.26859768,1044.356556,271.3708065,1.086977898,0.177058201,0.095652024,0.088768536,Medium
Car,Electric,547,1208,3.607777077,15,233651,61.23687171,1.162418759,Rural,Moderate,12.21928439,99.24944258,1.179404007,1012.07975,138.6133008,0.159521687,0.147606127,0.094793233,0.039653446,Low
Car,Petrol,243,1296,5.178573131,16,258669,53.28199565,2.998523588,Highway,Moderate,25.28938665,22.93466591,7.498518594,1038.336611,138.9746192,0.771694156,0.149586016,0.066073826,0.034601507,Low
Car,Electric,585,698,3.508981482,6,181880,50.86482073,1.318890158,City,Moderate,15.22424955,64.72011121,12.41371964,1046.840592,285.3474235,1.020031181,0.189112565,0.016433661,0.013207784,Medium
Truck,Hybrid,566,1878,4.042645578,11,39530,65.1085259,1.27632129,Highway,Heavy,-4.420044714,80.43881655,12.57764437,1038.390432,299.925355,0.386652673,0.195631818,0.065214549,0.073046161,Medium
Truck,Hybrid,140,1384,1.263447047,1,139906,117.8498281,4.037998817,City,Moderate,-1.702340261,87.2638156,19.46088884,1047.220688,51.56569182,0.874228308,0.189365013,0.047963493,0.072981093,Low
Car,Diesel,728,1418,4.727406187,9,87193,97.54807172,0.771329176,Rural,Heavy,35.09544219,30.63190155,12.12649397,1027.704144,275.3461676,0.434445175,0.101805725,0.045567279,0.085096493,Medium
Truck,Electric,417,707,1.464110115,4,123498,108.4454918,0.027607392,Rural,Heavy,1.369918241,19.32803829,5.728782628,1038.715638,351.3876191,0.509748792,0.176620422,0.012519606,0.054625771,High
Car,Hybrid,520,414,5.095551677,20,181393,3.556749981,1.683876085,City,Moderate,-7.495695429,22.60945733,0.868509802,999.145154,355.3302982,1.957561574,0.106941937,0.088664177,0.090136715,High
Bus,Diesel,170,1933,4.866546056,2,221435,16.84036402,2.454869775,City,Free flow,26.57272791,66.67427695,15.76830402,984.5439063,432.4460558,1.243438855,0.117207794,0.087194052,0.01774051,High
Truck,Hybrid,64,1785,4.485472428,18,204781,10.17163923,3.525401959,Highway,Heavy,24.20055719,52.23298382,17.78580913,1049.971063,452.8851846,0.839890768,0.16656831,0.039146869,0.060675916,High
Truck,Petrol,640,1084,0.988033979,12,278829,31.58772061,3.905576288,Rural,Moderate,20.00380093,59.89913826,12.27276081,959.7759904,330.2876547,1.0904254,0.167717438,0.097987807,0.052915136,High
Bus,Petrol,386,286,2.376267451,11,116254,53.02709904,3.317596056,City,Heavy,15.11280772,2.052861798,9.64753872,1045.819864,266.8244081,0.827825114,0.166527045,0.022220044,0.090778709,Medium
Bus,Electric,199,904,2.168185364,2,142428,77.04638972,3.132544402,City,Heavy,38.4790177,39.09732091,17.21973035,993.08743,141.8479753,1.243490712,0.167396117,0.085166189,0.091746246,Low
Car,Diesel,697,1472,2.672709319,5,182434,60.09975195,3.328743612,Rural,Heavy,-4.008385204,31.01484661,4.807121581,952.2383311,107.0425597,0.100911091,0.091120917,0.06596022,0.097877194,Low
Bus,Hybrid,978,1108,1.255742283,13,11344,108.3820698,1.357632588,City,Moderate,15.50813913,86.37812907,7.974641672,1030.301643,324.0948501,0.548630245,0.110791606,0.053717482,0.041702062,High
Motorcycle,Diesel,86,1783,5.67218068,3,114491,112.7827151,1.911806615,City,Free flow,18.20224717,77.62586892,10.15313108,994.4216688,475.9624068,1.978946161,0.058020628,0.096714875,0.04417328,High
Motorcycle,Diesel,124,1682,3.679771652,12,44619,19.62251414,3.082182505,Rural,Heavy,-8.875354081,42.95718644,0.987452338,1029.868613,175.1967097,0.313453716,0.098053353,0.062474583,0.027344221,Medium
Bus,Electric,626,917,2.388726415,18,107107,102.3495504,0.327853302,Highway,Free flow,10.59962124,63.05295811,13.7715799,954.481647,94.75400556,0.249967415,0.19253604,0.085036683,0.076846373,Low
Truck,Petrol,291,1189,2.864303889,17,226351,57.80666448,1.47662675,City,Heavy,29.14010627,4.767939374,3.771197324,1047.41465,240.7376885,1.037012245,0.165148667,0.030898688,0.084989429,Medium
Truck,Petrol,646,497,3.125453211,28,133015,54.39953656,2.032094724,Rural,Free flow,13.55493776,63.72514508,6.6630637,1017.103795,50.21716221,0.652578457,0.078908657,0.012902288,0.086695136,Low
Truck,Diesel,874,1473,3.923090533,2,221257,94.19272182,2.667203414,Rural,Free flow,33.76392249,9.720499535,8.289856278,954.7996181,299.1085321,1.114197851,0.130254617,0.029006481,0.09913641,Medium
Bus,Diesel,909,1270,3.481533024,19,191289,11.17686109,2.432410537,Rural,Free flow,22.23994659,71.40187809,12.77020659,950.4646776,72.26568039,1.925379391,0.058147572,0.09895062,0.060586113,Low
Car,Electric,793,1513,5.580838261,5,112319,105.8991753,3.590659391,Highway,Moderate,28.3042682,57.38384485,1.309680758,1009.400158,468.9345214,0.339717889,0.04935637,0.060519341,0.029294202,High
Motorcycle,Hybrid,766,1837,3.384210111,15,270492,80.50360255,2.367133377,City,Moderate,30.22400676,30.04932426,6.817234735,1047.64993,441.4698464,0.93595232,0.089339896,0.085769747,0.064107732,High
Car,Petrol,972,1459,5.959221677,19,208358,105.0313929,4.520649919,City,Free flow,24.47501197,37.08399963,5.487234729,1002.399949,101.7057469,1.541742315,0.042642566,0.071648184,0.042634118,Low
Bus,Hybrid,108,496,5.22740978,23,147711,119.3373093,1.901591711,Rural,Heavy,27.469033,9.009158243,0.030388442,985.3894381,116.1034404,0.405407566,0.115400898,0.023899908,0.040041108,Low
Truck,Petrol,601,1752,1.884254675,2,85030,62.16053428,2.626858531,City,Free flow,24.76552699,32.27884704,13.83306882,1043.892594,479.0513696,1.452997563,0.090711202,0.020231282,0.073036281,High
Truck,Diesel,103,1413,5.639095116,11,173083,11.19146375,0.016051948,City,Free flow,17.52318742,96.68429103,4.718698718,1048.395361,416.0987104,0.860381215,0.03625782,0.053684365,0.028276297,High
Motorcycle,Diesel,910,1759,1.405105269,18,245649,19.98286355,1.552389782,Highway,Moderate,18.32664828,48.61848626,3.328767259,1028.448481,473.9110498,1.279531451,0.14308989,0.09478962,0.059047131,High
Bus,Petrol,364,1286,5.050738484,18,234408,38.83418911,4.332864887,Rural,Heavy,-0.505760868,47.42409221,15.95930525,1021.791475,200.5256393,1.098665067,0.146990633,0.021974953,0.02269764,Medium
Truck,Electric,938,781,2.779241126,23,280784,12.42635306,1.667881973,City,Free flow,31.37196167,62.9228789,0.783966141,950.2063702,99.93075327,0.956056055,0.17918336,0.055172669,0.090178945,Low
Car,Electric,55,1001,5.365466466,3,35402,97.84101914,1.265931667,Highway,Moderate,5.606865689,48.44438097,18.00479895,981.3682653,326.9240906,1.010165676,0.145303248,0.078381749,0.017983558,High
Truck,Diesel,308,1874,5.313894789,0,65088,35.62414212,2.717684812,City,Free flow,16.78684412,35.55090998,13.73803325,1042.517624,485.0173344,0.379766417,0.051268943,0.017105818,0.093879745,High
Truck,Electric,623,1751,4.990812081,1,159331,117.1063426,0.393650492,Rural,Free flow,2.477277897,13.95215741,3.434926948,986.8135808,108.4836185,0.924948119,0.135970413,0.04662804,0.099966029,Low
Motorcycle,Hybrid,984,1799,4.908158269,12,160059,84.31097183,2.658025658,City,Moderate,24.79324896,63.03152382,7.002060532,983.457957,418.5026428,1.530838846,0.195497626,0.058241075,0.031190088,High
Car,Electric,213,551,2.384331523,29,183688,20.81164443,1.518328991,Highway,Heavy,38.75844761,74.89224228,18.99966264,1003.718066,211.8257992,1.803638184,0.171957651,0.019866497,0.018347289,Medium
Bus,Petrol,215,1424,1.220780272,25,141755,57.12511763,1.915514449,Highway,Free flow,30.09701173,92.3102653,12.37689164,994.7786361,101.9787523,1.290703714,0.092436881,0.069055392,0.012848239,Low
Car,Petrol,485,1584,2.89549693,28,272111,56.0261066,3.956825022,Rural,Moderate,20.95477409,0.301385657,12.17435274,1035.879788,256.5667475,1.671880594,0.142252903,0.076488256,0.023113209,Medium
Truck,Diesel,933,859,1.702327478,12,77664,59.101399,3.309820093,Highway,Free flow,18.37532669,6.666041121,13.06142184,958.1696069,269.9300232,1.064363414,0.013081025,0.067553784,0.092369428,Medium
Truck,Petrol,399,801,4.413745662,29,100274,64.28294048,2.230530466,Rural,Heavy,14.48856287,89.9405662,9.254755111,1015.874935,54.08754275,0.51071118,0.051606143,0.016673859,0.075703158,Low
Car,Diesel,360,1151,2.599718578,1,224903,3.740769878,2.887581565,City,Free flow,0.248571588,63.11555395,3.346068264,1019.719019,263.5025018,1.475504218,0.085822325,0.010589316,0.01829011,Medium
Motorcycle,Hybrid,396,1298,5.873173044,29,87738,82.35613509,3.834293777,Highway,Moderate,7.400502592,95.79102764,3.017822233,1038.011276,341.3651355,1.43351337,0.088043257,0.081867668,0.096526106,High
Bus,Petrol,701,608,4.133054802,18,203379,58.46301303,3.728918726,Rural,Heavy,10.31970371,43.08445941,13.74621289,991.5784404,394.0977405,0.113813476,0.176899425,0.054096833,0.068946049,High
Truck,Electric,127,752,5.076898931,21,12857,94.91584786,0.926608553,Highway,Free flow,37.22845374,41.66871702,17.67882637,979.5005344,94.35085902,1.01103371,0.197924927,0.060866849,0.093672344,Low
Motorcycle,Diesel,392,314,1.489128298,23,31460,97.84194879,1.50459611,Highway,Free flow,11.2791427,34.42645794,6.004217733,1012.656086,444.4420138,1.87981003,0.096413557,0.091627804,0.074205451,High
Car,Diesel,473,1941,5.282475308,15,86923,27.66421464,1.741184655,Rural,Moderate,19.30951774,14.28189239,10.0680714,1022.492507,125.4856499,1.970280381,0.084143122,0.060324778,0.043804199,Low
Car,Hybrid,857,1236,5.598337391,11,274770,5.810753571,0.93771145,Highway,Heavy,36.12122703,37.86329089,19.84475687,967.0979277,346.2291548,0.968150027,0.034962423,0.032821931,0.016066971,High
Truck,Electric,140,262,3.332721978,0,188944,84.38806273,0.06080727,Highway,Moderate,15.92132039,1.464854019,5.143223927,965.8163625,298.6846253,1.47139757,0.054475021,0.05028481,0.011474968,Medium
Truck,Diesel,376,961,3.952515276,8,96159,117.3315346,0.869836344,Highway,Free flow,2.572488993,50.93132849,7.804278571,976.360314,446.0038688,0.133523367,0.03656766,0.053633693,0.064879205,High
Car,Diesel,996,592,4.777010965,16,16802,53.59895839,4.041221635,City,Free flow,9.05030533,84.72102071,7.270431921,974.7917321,67.39035502,0.609361394,0.075827628,0.071355147,0.055246439,Low
Bus,Electric,354,1111,1.709160862,9,278477,31.15353715,2.729602257,City,Heavy,8.776960023,32.11967537,0.651716723,1025.065411,136.2031817,1.47135433,0.151993362,0.041658339,0.062190055,Low
Bus,Hybrid,389,676,3.413343598,17,297264,18.80062735,1.708290135,City,Free flow,25.73587824,9.464015652,10.19033948,1003.07026,104.8845923,1.340693266,0.014163114,0.08557972,0.096744808,Low
Bus,Petrol,100,1355,2.873047744,18,93621,34.49347169,3.041722228,Highway,Heavy,4.806036523,97.37613234,4.17355773,1004.779085,197.3980325,1.355077682,0.175581127,0.058220663,0.091307829,Medium
Motorcycle,Hybrid,83,700,1.561144759,6,153231,39.35034616,3.699170627,Rural,Moderate,26.51442889,12.89776089,2.571951941,951.4702166,202.4818123,1.423340917,0.147303807,0.059114425,0.04212022,Medium
Bus,Electric,479,1868,2.711178996,24,56843,50.86496921,1.772138915,Rural,Moderate,34.46213559,52.86974968,14.20831999,1049.425752,89.87560864,0.915752986,0.080035925,0.078386856,0.038662644,Low
Car,Petrol,978,1651,1.154496009,18,125179,78.64885479,2.330374208,Rural,Heavy,6.803650586,80.91856873,15.31520888,1032.979008,281.4462302,1.881997745,0.109820204,0.017382319,0.035564719,Medium
Motorcycle,Hybrid,430,645,0.934221916,23,165591,32.77956673,0.321066083,Rural,Free flow,-3.232944988,25.23452074,17.7778307,994.3664496,102.3094149,0.795678028,0.030701858,0.089928947,0.094654693,Low
Truck,Electric,205,1842,1.502864704,14,215649,6.117211616,2.985452681,City,Moderate,21.92771755,84.14895399,18.68264786,956.6882219,83.45763373,1.81396556,0.158005415,0.027500796,0.091741696,Low
Car,Hybrid,74,1178,5.80819858,8,44935,44.79343339,1.782035478,Rural,Free flow,8.042723376,55.70251407,17.3813192,1019.428798,64.92745938,0.214562636,0.158509417,0.039951516,0.094328781,Low
Motorcycle,Petrol,66,909,3.657553587,9,22507,102.6755539,2.167618238,Rural,Heavy,16.69930836,33.19356799,2.449893414,1003.504614,468.1138532,1.713460443,0.081848334,0.018249961,0.030858549,High
Motorcycle,Petrol,613,1333,5.822275238,22,202132,59.8021813,2.11300309,Highway,Free flow,21.70828159,86.56892161,4.472576681,1017.753891,228.5324506,0.67623999,0.059527922,0.052398476,0.052285175,Medium
Bus,Petrol,70,727,3.048988967,19,158747,115.7740509,3.162046444,Rural,Moderate,10.3871472,62.20001533,2.449505894,1017.757748,177.6588479,1.353546041,0.121082392,0.040437388,0.041956873,Medium
Car,Hybrid,586,1374,2.421443892,19,17673,60.43458373,2.862326745,Highway,Moderate,36.23472259,61.53844266,7.070490619,965.4734363,267.0233176,0.204460957,0.071320218,0.029447985,0.03905796,Medium
Bus,Hybrid,542,1365,3.431937687,3,109619,33.10785803,2.110530239,Highway,Moderate,9.980732709,50.40097171,2.481436912,982.8809852,120.9609412,0.252088879,0.143784355,0.025894932,0.018678323,Low
Motorcycle,Electric,144,1773,3.085460781,5,35470,23.19767967,0.084775107,Rural,Moderate,5.368716362,27.47374871,13.06554593,951.7760051,232.770931,0.208282108,0.145398867,0.022582882,0.085631225,Medium
Car,Diesel,431,1546,1.349456358,3,145614,83.34293961,3.104813073,City,Free flow,34.28376105,30.48604461,14.33430985,1048.226282,135.7455381,1.021309382,0.195903233,0.015715227,0.036740953,Low
Car,Diesel,285,1704,4.132296836,4,241635,64.36575429,4.39788737,Rural,Moderate,-3.184913829,8.807907286,3.191873858,1030.646549,186.976742,0.890763048,0.077018463,0.029375236,0.041610547,Medium
Bus,Diesel,173,226,1.923398549,8,53821,72.47987148,3.847757858,Highway,Moderate,-3.789553561,24.37237062,12.43152101,1042.880856,465.8971181,0.706393962,0.020613431,0.010357548,0.064534384,High
Bus,Petrol,188,1909,4.021857365,11,297834,90.61521472,4.908078161,City,Free flow,36.78491038,27.7825086,0.459788132,954.4130637,116.9145672,0.947317649,0.178134685,0.017374799,0.093353453,Low
Car,Hybrid,950,1578,4.18104568,22,6654,87.10841571,0.69537669,Highway,Free flow,0.448420705,5.870149263,8.687405389,1000.0347,263.2301967,0.695801773,0.011810896,0.097004339,0.075174936,Medium
Bus,Diesel,730,211,1.590529236,7,112259,5.20359602,1.112600264,City,Heavy,-2.578129819,11.03147367,5.706781082,1024.743375,347.3866337,1.755820231,0.095025809,0.046168756,0.067862751,High
Truck,Petrol,846,1458,1.119018061,20,216616,96.30862864,2.696337326,Rural,Heavy,16.7584152,27.02529885,19.96989754,960.3704748,463.0987354,1.169326463,0.058874405,0.092651449,0.018612857,High
Truck,Petrol,516,1097,4.859960248,4,289590,63.92439685,1.179408512,City,Moderate,-7.660576689,67.72525231,18.45569238,1027.708696,465.3548767,0.689421223,0.08796527,0.04596254,0.066129681,High
Bus,Hybrid,830,556,3.190962204,28,48484,47.0050237,0.172748906,Highway,Heavy,21.00075004,18.4234991,2.951309122,1014.750227,161.2664946,0.963904153,0.043154309,0.080117606,0.033964018,Medium
Bus,Electric,135,282,1.102451737,10,44078,64.50233115,2.011441381,City,Heavy,12.64653992,52.18495999,18.34741583,1048.49553,474.4196334,1.747591565,0.138147982,0.072938085,0.067549947,High
Car,Diesel,515,1999,5.973304849,22,4225,73.49417381,1.438223671,Highway,Free flow,22.02059822,50.79032655,8.375796748,964.0865798,199.1252061,0.877331108,0.116703897,0.024599047,0.039466065,Medium
